route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
67,H01M923S-Semaine-3-_23AUT-1111100-,51837629,"Ottawa",1,670705
67,H01M923S-Semaine-3-_23AUT-1111100-,51837630,"Ottawa",1,670705
67,H01M923S-Semaine-3-_23AUT-1111100-,51837631,"La Cité",0,670704
67,H01M923S-Semaine-3-_23AUT-1111100-,51837632,"La Cité",0,670704
67,H01M923S-Semaine-3-_23AUT-1111100-,51837633,"La Cité",0,670704
67,H01M923S-Semaine-3-_23AUT-1111100-,51837634,"La Cité",0,670704
67,H01M923S-Semaine-3-_23AUT-1111100-,51837635,"La Cité",0,670704
67,H01M923S-Semaine-3-_23AUT-1111100-,51837636,"La Cité",0,670704
32,H01M923S-Semaine-3-_23AUT-1111100-,51837637,"Ottawa",1,320217
32,H01M923S-Semaine-3-_23AUT-1111100-,51837638,"Ottawa",1,320217
32,H01M923S-Semaine-3-_23AUT-1111100-,51837639,"Ottawa",1,320217
67,H01M923S-Semaine-3-_23AUT-1111100-,51837640,"Ottawa",1,670705
67,H01M923S-Semaine-3-_23AUT-1111100-,51837641,"Ottawa",1,670705
67,H01M923S-Semaine-3-_23AUT-1111100-,51837642,"Ottawa",1,670705
67,H01M923S-Semaine-3-_23AUT-1111100-,51837643,"Ottawa",1,670705
655,H01M923S-Semaine-3-_23AUT-1111100-,51837644,"É Gr-Rivière",1,6550048
825,H01M923S-Semaine-3-_23AUT-1111100-,51837645,"É de L'île",1,8250068
833,H01M923S-Semaine-3-_23AUT-1111100-,51837646,"É de L'île",0,8330039
833,H01M923S-Semaine-3-_23AUT-1111100-,51837647,"É de L'île",0,8330039
32,H01M923S-Semaine-3-_23AUT-1111100-,51837648,"Ottawa",1,320217
32,H01M923S-Semaine-3-_23AUT-1111100-,51837649,"Plateau",0,320216
32,H01M923S-Semaine-3-_23AUT-1111100-,51837650,"Ottawa",1,320217
79,H01M923S-Semaine-3-_23AUT-1111100-,51837651,"Labrosse",0,790172
75,H01M923S-Semaine-3-_23AUT-1111100-,51837652,"La Cité",1,750236
49,H01M923S-Semaine-3-_23AUT-1111100-,51837653,"Cégep GRoy",0,490651
49,H01M923S-Semaine-3-_23AUT-1111100-,51837654,"Cégep GRoy",0,490651
52,H01M923S-Semaine-3-_23AUT-1111100-,51837655,"Pob Allum",0,520605
52,H01M923S-Semaine-3-_23AUT-1111100-,51837659,"Rivermead",1,520607
52,H01M923S-Semaine-3-_23AUT-1111100-,51837660,"Pob Allum",0,520605
52,H01M923S-Semaine-3-_23AUT-1111100-,51837661,"Pob Allum",0,520605
52,H01M923S-Semaine-3-_23AUT-1111100-,51837662,"Pob Allum",0,520605
52,H01M923S-Semaine-3-_23AUT-1111100-,51837663,"Pob Allum",0,520605
433,H01M923S-Semaine-4-_23AUT-1111100-,52094969,"É MontBleu",1,4330192
400,H01M923S-Semaine-4-_23AUT-1111100-,52094970,"Lorrain",0,4000399
95,H01M923S-Semaine-4-_23AUT-1111100-,52094971,"Ottawa",1,950320
400,H01M923S-Semaine-4-_23AUT-1111100-,52094972,"Ottawa",1,4000398
826,H01M923S-Semaine-4-_23AUT-1111100-,52094973,"É de L'île",1,8260034
400,H01M923S-Semaine-4-_23AUT-1111100-,52094974,"Lorrain",0,4000399
655,H01M923S-Semaine-4-_23AUT-1111100-,52094975,"É Gr-Rivière",1,6550048
400,H01M923S-Semaine-4-_23AUT-1111100-,52094976,"Lorrain",0,4000399
740,H01M923S-Semaine-4-_23AUT-1111100-,52094977,"C StJoseph",0,7400164
58,H01M923S-Semaine-4-_23AUT-1111100-,52094978,"Pob Allum",0,580304
93,H01M923S-Semaine-4-_23AUT-1111100-,52094979,"Ottawa",1,930262
400,H01M923S-Semaine-4-_23AUT-1111100-,52094980,"Ottawa",1,4000398
68,H01M923S-Semaine-4-_23AUT-1111100-,52094981,"Lorrain",0,680385
27,H01M923S-Semaine-4-_23AUT-1111100-,52094982,"Galène",0,270427
33,H01M923S-Semaine-4-_23AUT-1111100-,52094983,"Freeman",0,331206
371,H01M923S-Semaine-4-_23AUT-1111100-,52094984,"Cégep GRoy",0,3710349
449,H01M923S-Semaine-4-_23AUT-1111100-,52094985,"É MontBleu",0,4490073
31,H01M923S-Semaine-4-_23AUT-1111100-,52094986,"Cégep GRoy",0,310591
326,H01M923S-Semaine-4-_23AUT-1111100-,52094987,"C St-Alex",1,3260034
45,H01M923S-Semaine-4-_23AUT-1111100-,52094988,"Gal.Aylmer",0,450596
